,Unnamed: 0,acronym,title,projectUrl,foundProjectUrl1,foundProjectUrl2,foundProjectUrl3,foundProjectUrl4,foundProjectUrl5,foundProjectUrl6,foundProjectUrl7,foundProjectUrl8,foundProjectUrl9,foundProjectUrl10,projectUrlHash,foundProjectUrl1Hash,MatchScore,foundProjectUrl2Hash,foundProjectUrl3Hash,foundProjectUrl4Hash,foundProjectUrl5Hash,foundProjectUrl6Hash,foundProjectUrl7Hash,foundProjectUrl8Hash,foundProjectUrl9Hash,foundProjectUrl10Hash,MatchScore1,MatchScore2,MatchScore3,MatchScore4,MatchScore5,MatchScore6,MatchScore7,MatchScore8,MatchScore9,MatchScore10
34,34,CUPESSE,Cultural Pathways to Economic Self Sufficiency and Entrepreneurship Family Values and Youth Unemployment in Europe,http://cupesse.eu/,http://cupesse.eu/,http://www.mzes.uni-mannheim.de/d7/en/projects/cultural-pathways-to-economic-self-sufficiency-and-entrepreneurship-family-values-and-youth-unemployment-in-europe,http://cupesse.eu/fileadmin/cupesse/downloads/working-papers/CUPESSE_Working-Paper_1.pdf,http://www.mzes.uni-mannheim.de/d7/en/news/press-releases/mzes-project-cupesse-coordinated-by-jale-tosun-receives-5-million-euro-eu-funding-to-investigate-youth-unemployment-in,http://cupesse.eu/project/fact-sheet/,http://www.style-research.eu/resource-centre/links-related-research/,http://www.uni-heidelberg.de/politikwissenschaften/personal/tosun/mitarbeiter/hoerisch_en.htm,http://politicalscience.ceu.hu/sites/politicalscience.ceu.hu/files/attachment/project/983/fact-sheet.pdf,http://www.uni-heidelberg.de/politikwissenschaften/personal/tosun/index_en.html,http://www.nks-swg.de/de/151.php,192:JN+EnzoteqbODdenj6qlla8Ko3JkFMpHsqZOnYkjuRb4sxz:OIzoterqHd3JkFMpHsqcYjdj,192:JN+EnzoteqbODdenj6qlla8Ko3JkFMpHsqZOnYkjuRb4sxz:OIzoterqHd3JkFMpHsqcYjdj,100.0,768:sKdVANaRVA5skkLKzFGCB0W8r8T6m7NZ3owCz6HhXi4+:htk5zFGCBCryJ3owCz610,24576:We5BfhfvE8PuVcd/ezpV9uayqPDKws+1V+fn4PWaMKOg:bfGVIipVEayqPo+1on49MKOg,768:so5JabVANaRVA3zsHzXgKMB5Tm7PZojCz6HcxtP:Tat4B+ojCz6oV,192:RN+EnxsZteqDODdenjRqHmJRTJ4eIq+QiNguA3a80QTtzU1yVb4sxz:mIxwtecqGrTO/9QiNguqrTtzzhj,0,192:UMtZpElnazfgUwJRDiYzesT68U0y3namoKkO:UMtvElnazfgUwJgIeTiypH,6144:hLQHyfDEebtGdkameFKHNw+4je6iMllLAZc:hLQHyf4ebtGltoH9Oe6HlqZc,192:SctZpElnazfgu6JRDfzWeb0a2XmX4sOQSloKkO:SctvElnazfgu6JJDF22IsnSJH,768:2VZXsTs2graqR8Tib20Cqxg6OtDsYLiwtH1oJTUmI:2jXsTs2gjQaEQeKJTUP,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,IMPACT,Impact Measurement and Performance Analysis of CSR,http://www.csr-impact.eu/,http://www.csr-impact.eu/,http://www.abis-global.org/projects/impact-measurement-and-performance-analysis-of-csr-impact,http://www.isoe.de/uploads/media/IMPACT_WP6_D6_2_QoJ_30_08_2013_final.pdf,http://www.oeko.de/fileadmin/aktuelles/pdfe/D2.2_Graafland_Johan_-_Smid_Hugo_-_2013._Econometric_analysis._IMPACT_Working_Paper_No._10.pdf,http://www.sustainability.eu/pdf/csr/impact/IMPACT_Sector_Profile_RETAIL.pdf,http://www.oeko.de/oekodoc/2100/2014-658-en.pdf,http://www.sustainability.eu/pdf/csr/impact/IMPACT_Sector_Profile_TEXTILE.pdf,http://www.oeko.de/oekodoc/2246/2015-027-en.pdf,http://www.sustainability.eu/pdf/csr/impact/IMPACT_Sector_Profile_AUTOMOTIVE.pdf,https://ec.europa.eu/digital-agenda/en/news/corporate-social-responsibility-csr-activities-ict-sector,96:bZQC/VJaTd0kwEu2hdcUquzRRqHpm04etBhJBAjzYlSEniuI:z/Ved0au+dIwi6erhMzYSEiuI,96:bZQC/VJaTd0kwEu2hdcUquzRRqHpm04etBhJBAjzYlSEniuI:z/Ved0au+dIwi6erhMzYSEiuI,100.0,0,12288:a9IUWswEVBh1cfUf5nJnMIjsfyGxwhyTiJv59FC3nV7JiC:wv3tfh1csf5nPjspwhyevDFS8C,49152:aQIYCnRQQlj8F0My2zL0+eu0BafAlPO9AdMCKNyexBos+8vqGas7:a35njYF0Wxm+mdMCoyexBos+IKs7,3072:OfM/aocx3YUgwyJhy2ybbvCP1G1z/0UUZDmy6yHdG4TctJF:Ofhx3/lyqvk1G1D0pyy6yw3JF,24576:vA7f8ipPbal1hWT6EjdnIBhvI2wnMNHbaiLcGJEI1PzKlrhB:vA7f7xYTElIBhQ2DN7bcGJ9lulrhB,6144:bfaOqSYIktlY6t+v/kgtHAi3Y6O3HtuB4M:jIr+vsLi3cK4M,12288:NnUTwMIOgv0H3t/GWuiddh+yf90TFXPNGYrLHG:2T/ov0d/juqdh+yf2TaazG,3072:7IM/a4QGjw+QXDTHco5HeJLVKX63gnyvjBqMH8U7AI+x38utz0fPEge7FQSiDS:7II3wreJhCVSjBqMcU7AI+Cut72SiO,768:mipXiqZ3q6qTqETqBqK/TqUeKwePqHsysqpqSqVq6qeqZqHq0qxqkqH1MwaYQHCZ:mMXiqZ3q6qTqETqBqWTqUpwePqMysqpQ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,SOCIAL POLIS,Social Platform on Cities and Social Cohesion,http://www.socialpolis.eu/,http://www.socialpolis.eu/,http://siresearch.eu/social-innovation/project/social-polis,http://www.socialpolis.eu/fields-themes/social-cohesion-and-the-city-as-a-whole/,http://www.geo.fu-berlin.de/geog/fachrichtungen/anthrogeog/zelf/Medien/download/Hillmann/SocialPolisdocument.pdf,http://www.socialpolis.eu/the-social-polisapproach/transdisciplinarity/,http://www.frankmoulaert.net/report.html,http://intl-usj.sagepub.com/content/49/9/1855.extract,http://www.igp.ucl.ac.uk/people/academic-staff/konrad-miciukiewicz,https://dspace.mah.se/handle/2043/10976,https://ec.europa.eu/research/social-sciences/pdf/policy_reviews/eu_social_platforms.pdf,384:Hh4ZPKKpV4Fj+Zw9m/vWiOCfRtacVZPyIy9M0rxkVIMnglyrwlQUHi:HIyF6ZxWiVf5NygIsv,384:Hh4ZPKKpV4Fj+Zw9m/vWiOCfRtacVZPyIy9M0rxkVIMnglyrwlQUHi:HIyF6ZxWiVf5NygIsv,100.0,384:N+0cAd2Ky80smtt6mAV0qgvxddQsRGGhRlRy3xCikbpY1Z1HstHtMusF0quLXf9C:PcAd2Ky80smtt6mAV0qgvxddQsRGGhRc,384:vFh4ZSKKpV9Fj+ZIBF1YjoIMnglyrwlQUHi:dNbF6ZEF/Isv,98304:YLE+DJDO+K1TBdADlbhLUgu0ddTQt4vBUExUTBy7MFPYfLjHUYOV47xOjyD4ZCv6:YLHhbO4hxbTXpJxgfPYfnUNxK4ZCf/MH,192:lnt74Z3tEKKpVyi6FxNIiNZKixLNcEoIOtnglyrwlQurzTi:Nh4ZSKKpV4FjDZKILNcEoIMnglyrwlQB,384:SIM7SWyimLlM+oK8TwBfw2JbQ3GQdKNVcr9EU4:SB+lM/TwpZQ3XmcriU4,1536:jjy5Pi95vxYGPURwc785sZ5sA5sa5sfd0:Hy5PU5vDm85sZ5sA5sa5sl0,768:LmoRakdozK0TfnW1ejKMJW4NVNC0NnNMjty:LmAozTTfnW1ejKMJHnLVyty,768:m8kvMBQE0JvcDdsP+HrnCpbvFuEtvrNDgzgOIFqK1:m8kvMBF8vcDCPqrnCpbvFusTNDgzgOIN,49152:UdwnXoim3+4gy/QwImZzI6COuCUCxFP/20gQNU4IR0de:VXV8rIWI6Cbg52dQrmD,100.0,0.0,57.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
37,37,MAXCAP,Maximizing the integration capacity of the European Union Lessons and prospects for enlargement and beyond,http://www.maxcap-project.eu/,https://ec.europa.eu/research/social-sciences/index.cfm?pg=events&eventcode=61EEBE30-BF2B-18DD-0B3AE0A368F72045,http://www.ceu.edu/project/maxcap-maximizing-integration-capacity-european-union-lessons-and-prospects-enlargement-and,http://www.polsoz.fu-berlin.de/en/polwiss/forschung/international/europa/forschung/laufende_dm_Forschungsprojekte/MAXCAP/index.html,http://www.maxcap-project.eu/sites/default/files/maxcap_kick-off_programme.pdf,http://www.universiteitleiden.nl/en/research/research-projects/campus-the-hague/maximizing-the-integration-capacity-of-the-european-union-lessons-and-prospects-for-enlargement-and-beyond,http://www.dimiter.eu/Research.html,http://cees.center/events/january-22-2016-maxcap-conference/,http://www.universiteitleiden.nl/en/staffmembers/antoaneta-dimitrova,http://www.issiceu.eu/files/assets/news/maxcap_policy_brief_01-1.pdf,http://campusdenhaag.leiden.edu/publicadministration/organisation/faculty-staff/bsk-kortenska.html,384:9IclhkhqHoTLOuL8Dz5+m56RES5oshGLxm3hoSTMTHxk3M8oSTM0Lukx7U1tXtf3:iShkhqHGQXweSO6C1gqM93Ev,192:DD/NVmDeVUHUDGzkfLYlBQJKIcclajLUeaslSvH7HEnsU/n6Gui5opVZ189HAg4e:DbqDeaHUDaC5QasMv0tn6zGef+36zNe,0.0,384:k2H7Cfa57thNqmzIkLvII3R2rlJNqvqO60FFTchyb1eiwFMVza9AovPdm4UG:DV57tGkFLvII3R2rlJdiw2wxP5UG,384:f/ajf6gdu+A1YjJEOsUQoYkBAF9g83o81huP75dIrGWGRKYYeN:naDdO1YjJEOsUBAXT3o814UGWG4YYa,6144:kVKOHBet6+wdlUW3adSbZGhBdZvwDWgqTr4JJEVPfGNxOgPgULyRb8:6K1tiqW3adSunilOr4/iIOgv08,384:f1Z13VdZ/9t++oNo9w8E0GQzq24OJeaj9X/dP3deu:f1ZaDKAmjRdP3dF,384:EMwPLo+DvFrk3XtmyQVAfitcHhJ6bLCI3INMYUJEuS:EM6doSPbLydUJEp,192:TjWjIjmj4jjq3OawdOKlq1bDjKENxBQ8QxOBnUQlhGTaFAjiPqTtwex9:jWOwKlqpDlTQ8q2hURhx9,768:f1ZsLNrlMtkB1+D+KQQULzxbFFKj8yFaA83wWrF:f1ZsLNrlMtxlMbIVFaA83wWrF,3072:7Nn1NefEc76qrT6f7z868ct7sGJU+mXzx07uvp9fXXAC89bBcPMaK91lFh73jWWR:XNQEc88aHJRmX907anwOqf37z5OeBIXs,192:In4YXHMtGZ9AU4+Ie4Co+OG8WkRpKj81amq+hVmWSL7Ou+AHTOVGIrfG:In4YXMa9t4S4wOGHkRgjeaAmN75HTYi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,FLOWS,Impact of local welfare systems on female labour force participation and social cohesion,http://www.flows-eu.eu/,http://www.flows-eu.eu/,https://ec.europa.eu/research/social-sciences/pdf/policy_briefs/flows-policy_brief-wp6.pdf,http://www.wiso.uni-hamburg.de/professuren/sozialstrukturanalyse/academic-staff/christopher-grages/,https://www.wiso.uni-hamburg.de/fileadmin/sowi/soziologie/pfau-effinger/young_researchers_conference_13/Abstract_reader_Young_Researchers_Conference_13-08-28.pdf,http://www.sociology.leeds.ac.uk/research/circle,https://www.wiso.uni-hamburg.de/fileadmin/sowi/soziologie/pfau-effinger/call_phd_conference_local_welfaresystems.pdf,http://educationmediation.ie/writing/,https://www.muni.cz/research/publications/1070104,https://www.linkedin.com/in/lmaestripieri,http://www.secondowelfare.it/governi-locali/welfare-locale-e-occupazione-femminile-il-progetto-flows.html,768:q5xFBdP4W1j52rDDWYrYEW/ZuUo8YBPul2RLvj1:qtr4W1j52rDDWYrYEW/ZuIYP1,768:q5xFBdP4W1j52rDDWYrYEW/ZuUo8YBPul2RLvj1:qtr4W1j52rDDWYrYEW/ZuIYP1,100.0,12288:AwXQfUZn2oKlsbDoHo69KmKPkTsy0/UNtd9:AwG2bh+3Sk11t,384:iRlVVP+KgKMdnuJNz/Vri50TN50sAxpCZCurEG+7z8DZHHAWQABGb4uM:iRlVMKgKMZaNBri5c5TZoEaDD4h,24576:GbHmriHc1tUQq2IIIOYiggvj+EcxUkLLR+uUbIUYH:NrN1t5q4YilvcOkLLQuUkUYH,384:+veDobFJrSiqkqPq4NLnSjN6edrQETp3vlvCv0NEa1qE+8Rodk8uS:i1SiqkqSOI5QM/vbQTk89,3072:5pWGYHT+ddX2itqrGmSnAxT+h1zoNgnKLLdqt8dF3ehT8Pk:5pFYz+H2vCm2AxTe1xnKLLst833ehgPk,768:nAehSFLUZN/mcCxkGNJ8o1CRwKlgoCKo35WMaXRwltOTbWDFrK:nAehSFLUZNucQkcaRwUu35WMaXRwltOv,768:sTL3dAaXQcYnR2kOUE6u6M6l6uA6lzm6Fu6n6t1xi6giHzDXKQWiA:sTjdAEk10HXKv,0,1536:gQs5hc1sDwTf1IOKwTf1IgtI/h/VwcsY6udsffPxNbQpfkhwnI4D351ZL:gQs5hciQeGesVFfXPbQpfkhwnI4D351J,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,SYBILLA,Systems Biology of T cell Activation in Health and Disease,http://sybilla-t-cell.de/,http://sybilla-t-cell.de/,http://ec.europa.eu/research/health/large-scale/systems-medicine/projects-fp7-sb_en.html,http://sybilla-t-cell.de/simple_layout/content.htm,https://ec.europa.eu/research/health/pdf/eu-collaborative-research-leaflet_en.pdf,http://www.ncbi.nlm.nih.gov/pubmed/22546078,http://www.univ.ox.ac.uk/content/16th-joint-meeting-signal-transduction-society,http://www.sciencedaily.com/releases/2013/12/131205092234.htm,http://www.acies-cg.com/wp-content/uploads/2015/08/17.SYBILLA-VFnumEN-200903.pdf,http://onlinelibrary.wiley.com/doi/10.1111/sji.12071/full,http://www.cellnetworks.uni-hd.de/297990/Hoefer_CV.pdf,192:Mo7fxrydOVMn3UgUbEDe4Cz2SubxfJf/zMN2:M8Zr7gUbEDe4Cz2/xhf/zMN2,192:Mo7fxrydOVMn3UgUbEDe4Cz2SubxfJf/zMN2:M8Zr7gUbEDe4Cz2/xhf/zMN2,100.0,384:zFIOtBYtGALWtLti48spUfIOlzcO9EJttn5jGAWXSR:zFIOtBYtGALWtLtx8sp01cOCZGAgSR,3072:8Nm0Z7s4Ec9cq7/Dfb836rB3PDa0zx32dXQ+qhDk5CdX7l5gPtK:8Z7mM,12288:QxSJTpDhy9yKRGb2OD/c9TpBrOypBwSvqZl4L3I1w4THmwpsn+UV+hYBI9tt:qSJTpDhy9yH6ODkTPOypvqZluI9jpslq,768:5IK8D9IZWrhkdhMr2YaqeX1GSRNrdGTDRy8V+R4VF4CyYAGMaBNlJBq9tvjlxox8:mD9IZWrhChMr2YaqyRNRFbl+CG6,768:Ps71+H4NGQ5y2pMuflfpmJgvNVYw24J3x6z1U1ibQgM/+6rukUQV:Ps71+H4NGQ5y2pMuflfpmW1Vy4J3kpU5,96:IiAPLkRvIIeAB1j9Of1jsS5hxhNDbxTQq22Wlftc3HjIsqoT/WemK:ILLkWIeABh94vfGqVWlF2jIsDT/W3K,98304:LKa23nKQQcWIAF6kZtZ7UCAM5P8ooDd8nGCWWcxDUyoVeKLmfCZh:ea23nKiAZtFUCHh8oOpDDoRmfCT,6144:Ii0SLLz8CZvTtIWMRJ95SGbp8WVxv7wobS/D05fG0psda5AFPEwmZSpz5CMC39hm:Ii0SLLz8CZvTiWMRJ98Gbp8WVxv7wobW,1536:dwjnM5alkAUf60i4xL1aw1v3ekJ19i7cvTLEY5+sLWTo62+DJhTPpetONdSG64oM:GrMwBIBvJJ104vzLWTPDDIP4ot595U,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,MYWATER,Merging Hydrologic models and EO data for reliable information on Water,http://mywater-fp7.eu/,http://mywater-fp7.eu/wp-content/uploads/MyWater-Lets-embrace-space.pdf,http://esdac.jrc.ec.europa.eu/projects/mywater,http://www.hydrologic.com/default.aspx?page=30,http://www.sciencedirect.com/science/article/pii/S221078431500090X,https://www.unesco-ihe.org/projects/merging-hydrologic-models-and-eo-data-reliable-information-water,http://adsabs.harvard.edu/abs/2013EGUGA..15.8576A,http://congrexprojects.com/custom/15C10/Poster58_D3_Thomas%20Alexandridis.pdf,https://europa.eu/eyd2015/en/european-union/posts/water-africa-changing-climate,https://spacedata.copernicus.eu/web/cscda/copernicus-users/user-categories/downstream-services,http://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1298&context=cc_conf_hic,384:mgQ6RuL/qSTHKST4mlbSKzY/i7Nbl8x+u4jbii0Hx/XSDCWt5O2ndnGQxhgzKINO:muRoSSTHKST44I/iLa+u4jbii0Hx/XS9,12288:JzALbwFffxdmU0M7Ko3u+rC6Nxer4Lm9KpZroOhMFR:KL8FffxCMKo3DR7gyaKbroOyj,0.0,1536:2dyadYlT0e9/4mRJQEX1BrsbXqbfpEGwS5uG5/9qLTyY3o39bQr2eaZyUuDatzqI:HadYlT0e9/4mRJQEX1BrsbXqbfpEnS5D,96:X0x8RiIJ4Nr6ZkEsg2TdeXcENEldYUSppyipMjdDQagA02oMVdhF54bcO:X48RiIwJpIXcENEb068M59noM7hycO,0,768:DmGU4SERNHlJ8XwVQCkI3bJkoqYvNuaJjWbz6:DmGU4SaN4XwVhJkoqYvNuaJjWbz6,384:yoHoqal4RnLQLJLxrLPRnQlOG8xwEA5hotYgOljKSN9zS0GSthzu76ojx:Gzl4RnLQL7GlOG8xwHoqgOlOSN9tlCx,24576:yKMpGoUjM00gXoRIxO8quLavZNOqPOWj5OQAudHwvInUmr/pPuiG40kxc:ytru085avjOYwQZdHdUmrhP/vG,768:ihVHErNHoVTeX2srN1XGJh7QXN3mn+j8R4b2pm5yk8a:ihVHErNIVTmPYQBm+jxb2pm558a,1536:cQt3vUwkdNqxUNJCouXBMJnK66WfsuD+LVDHhQV37lAcaero2FJwn0tPDGWdQKQv:Zt3MNqxUCouXBMJnK6bs/LVDHWxFrB3o,12288:I3KNWT0plliXMVE73xWMAAIMlWOzXiM1V:KaIMq73NXlWOz7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,SMALL,Sparse models algorithms and learning for large scale data,http://www.small-project.eu/,http://www.small-project.eu/,https://team.inria.fr/panama/projects/small/,http://www.irisa.fr/metiss/gribonval/EquipeAssocieeSPARS/EA_SPARS_bilan-3ans.htm,https://hal.inria.fr/inria-00602205/file/main.pdf,https://en.wikipedia.org/wiki/Sparse_matrix,http://www.mehrdadya.com/index.jemdoc,https://raweb.inria.fr/rapportsactivite/RA2014/panama/uid33.html,http://www.icml.cc/2012/papers/332.pdf,http://www.eecs.qmul.ac.uk/~markp/,http://webee.technion.ac.il/people/YoninaEldar/Denoising.pdf,384:xtg7oUb+ezk1bGL8huPcPIW0hue7OCDihldfX+njBJ3XSR6zRo7eoDQQUeFVDxe+:wL+ezk1bGL8uPcAW0hue7OCDihldv+nK,384:xtg7oUb+ezk1bGL8huPcPIW0hue7OCDihldfX+njBJ3XSR6zRo7eoDQQUeFVDxe+:wL+ezk1bGL8uPcAW0hue7OCDihldv+nK,100.0,768:SpUmBLBcTkZ09EmDPlTqUSyTeMMmTRfWY/ZS/b04AZV:SamBL6TkWWmDPlTqUSyTeMMmTROwScV,1536:aJg3AGa8oil5rcKquqZJUPbHWvv6vfuak0N/N5+R:az8oil5rkuEUb2kf+R,24576:2RjlGQzqVjwy28kY/KdERs1np1D9Q1dEZhsvhsue9UPDZmUHiIT:cGW8jNl/KdMs1edoAnmUHnT,1536:xqU7F/OmUbKCdU5AxbJqRmhU4ne/LvZK/UwqiZDUnqHsaOIV8zE2rX5KAhepeilg:xr4B440+hYeoVjqxpE1dHkAWc8XPr6,192:K1vs81koqfdt40ryxQLiWhi4gzfsX8f8ZaBAUd4U:KL1qf34kLiWhtGsMf8Z+h,192:OHrHfPi3IgAo2srOlEqWnJnMdFHpWHoKM7OS2/kaU0jCfpi:OLivATHEqUJMdiHoKM7OdZUgh,12288:AyVB5v0SCGdjn4FEs8Cly5kBGxXWrc2mldmQo66ZbZyVmc:AyVBlCG9n4FPlnrGdm1669ZyV/,768:S0jp3zIDq+VTB47573UYTBUMNw8TDBe6NRlOSYVjoFbo9085:S0jpDIXTB475lSM28T2R5,6144:Gx3BORziwxXLoddl3otmx8GGxR6137k5B5UXcxh:6s7XLWdB2mqG46t7mb,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,FAHRE,Food and Health research in Europe,http://www2.spi.pt/fahre/,http://www2.spi.pt/fahre/,http://eurohealthnet.eu/media/fahre-project-%E2%80%93-food-and-health-research-europe,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3755134/,https://www.ucl.ac.uk/public-health,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3203080/,https://ideas.repec.org/a/eee/jfpoli/v39y2013icp64-71.html,http://link.springer.com/article/10.1186%2F1478-4505-9-37,http://www.nature.com/ejcn/journal/v66/n10/full/ejcn201290a.html,https://eupha.org/repository/projects/PHIRE_Reports/PHIRE_Summary_Report.pdf,http://www.c3health.org/c3activities/documents/,384:shOM5yO/5QZtk1ypFOM5yO/5QZtk1ypi8rnac:shOMgOmLFOMgOmLL,384:shOM5yO/5QZtk1ypFOM5yO/5QZtk1ypi8rnac:shOMgOmLFOMgOmLL,100.0,384:OEtsAclcXtNaB3GEsFZmJv2Tqh5oEy/BHR8txDJ:JlclcXtNaB3GEsFZmJw2xDJ,0,768:tskB0P0HpEPdh/Gbz1t6ZFbQkiREq+CMX6gMH6Cf:txBU0HpEPe1t6Z9QkiREq+XtS,0,384:blJEsv2xsv0lhZ5QATHsvH2iI/sSWIp6eQPni1seQci00uG:bnvHvSNTMvCLp6eQPAi00/,1536:035hP5z/eDeee3eeeBeeeMeeeLeeeYeeeieeeveeeUeeeZEeeeTGI8yzCuj/JT/s:0DPZKkdw1h1GrgqR1S/mG,0,24576:5NDllZT/MwxBTbUYvgZqoi/p+NgugugrDfAaYoRUT:5cAxXvgpi/c2NNnfAaY2UT,768:Snm47NSvWa1a39oZUUyKGigUF/d7JBA1qeJ0W8g+gdXymh:Snm47fa49Bk0Z0mh,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,BIND,Biaxial nematic devices,http://bind.upatras.gr/,http://bind.upatras.gr/,http://scitation.aip.org/content/aip/journal/jcp/131/12/10.1063/1.3226560,http://arxiv.org/pdf/0904.4586,http://scitation.aip.org/content/aip/journal/jcp/143/8/10.1063/1.4928522,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.159.7773&rep=rep1&type=pdf,http://www.unibo.it/en/research/projects-and-initiatives/Unibo-Projects-under-7th-Framework-Programme/cooperation-1/information-and-communication-technology-ict-1,http://softmat.upatras.gr/?page_id=592,http://claudiozannoni.fci.unibo.it/ferroresponsive%20bananas%20preprint%20adv_func_mat_09.pdf,http://softmat.upatras.gr/?page_id=622,http://claudiozannoni.fci.unibo.it/bz_biaxial_mixtures_preprint_2011.pdf,96:kpCjjOfPMUka8SY8vlThyLqBBmUMDeUR102sKDb/N1z:kYj6PHoeNTgLqBEOURrsKfN1z,96:kpCjjOfPMUka8SY8vlThyLqBBmUMDeUR102sKDb/N1z:kYj6PHoeNTgLqBEOURrsKfN1z,100.0,3072:0Tav4Oh7zEdayKQNkkAtmiYIpTqgRyIz3yOus8Tw5W:0+4OhdyKQNktm9,6144:ibdrKOKhMLUYAGWHGIlGCkNaff8l9SvI+UJnMQL1tF+oxDdEF2:ibdUaUYX2lGTNafvUTpDd62,3072:9SaCcfr6KVk/r20miMIpTqgRyIz3yOus8Tw5h:9+cfr6KVk/xma,24576:GRaUWnw3woC7ivjP2fiiJr+ucA1SEGGlcH7k8sh+R20:kahnwg5OLkl4GIuo,1536:QFNdfbCUCuVYJJUHXZ6r205mkXVDpzzSQQ8yGQu8vH0QD0daKxmxOtc7xBTSkstZ:QEUR4205mkXVDpzzSQQ8yGQu8vH0QD07,768:UvaRToXnY2qdN1QSZt+fhkxHAFA5gKhnAMY7oGBizb6BsayN0MA/CMAvhv1D1YqW:UvaRToXY2qdN1QSZt+fhkxHAFArnRY75,24576:UsVlIdwhjbJatrXzySNVh9QKl4r2XL52kUfMLVzFYm7cZ0hOjv/7+QZuIAf1oquL:ZsQatHN9QK6izUfMdam79A+Ouh1o9A8,768:U2agIToXIyXzA6BsayN0MA/CMAvhv1D1Yqhq7G1eWeo34e9cO+cOqs2sNcyLMTvm:U2aHToXMxaySMA/CMAvhvBmQaG1r534d,49152:M0YeFHis4lJOe2KTUcKUAiMI47fUOfsDT4TuKOz:tYe56lJBNU37iMFfhHTnOz,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,WSAN4CIP,Wireless sensor networks for the protection of critical infrastructures,http://www.wsan4cip.eu/,http://www.wsan4cip.eu/,http://www.eurescom.eu/news-and-events/eurescommessage/eurescom-message-archive/eurescom-messge-1-2011/wireless-sensor-and-actuator-networks-for-critical-infrastructure-protection.html,http://www.homelandsecuritynewswire.com/dr20111221-wireless-sensors-effective-in-protecting-critical-infrastructure,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4435182/,http://ceur-ws.org/Vol-923/paper02.pdf,http://systems.ihp-microelectronics.com/langend/dl/2010_ApplicationOfWirelessSensorNetworksInCriticalInfrastructureProtection-ChallengesAndDesignOptions.pdf,http://dl.acm.org/citation.cfm?id=1988319,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4541823/,https://www.crysys.hu/research-projects.html,http://www.ics.uci.edu/~steffenp/,192:bMd5m1CmTcsfMzR2iYula4mf3W+hlG+TXtw4Ovk2T6U1cjuX8M4X8m3X8gKAwxz:bJ5IpzRz4ZJLgL6ZjuXAXn3XzKAwxz,192:bMd5m1CmTcsfMzR2iYula4mf3W+hlG+TXtw4Ovk2T6U1cjuX8M4X8m3X8gKAwxz:bJ5IpzRz4ZJLgL6ZjuXAXn3XzKAwxz,100.0,768:P6Vevt7SGTSgALAJX4dK2kYewXav6/SIem0Ask483n2:QellSgALAJodVlRSUn2,768:eQCalHgkrOcRhxymM54dB5FUjfMLyEuJZdO90jv4ehCHnnHHBuy:eQTlZOcRhxHMyPn4MLSJZBk2CHnn0y,0,12288:SL4k9a3PlqAGLeHq0MP7nOi7z8gnYxoyAJ:SV8nHq/imauBJ,24576:T3FNWyGAfuiZhhfOQUOhkX3atcNWnc267ZxGse1Bhxg+RlwJ0xRyZVMjW8aC:T19GIL12QHkX3ecNWncHbGJz3XjmDFY,6144:PX1g6/ag0HOUK+ZTpk8aF2Flrf4g4aTVP17Hvxi8mOx:Su72x,0,48:dpCYuHwEGpwS3NyC50yS3urBRpnpJRXrUQz7Lq1HqgqU3csEc15S8XR8XF8XSa18:/tppwSd2ysobZtsj+GRGFGSa1FIagz,768:8b3HK4oUsbee90jlaKq39hxN2JeU3OckG0hbJSjLoUiG:6XIAe90jlC39/YJeU3FkG0tJSjLoU5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
