,acronym,title,projectUrl,foundProjectUrl1,foundProjectUrl2,foundProjectUrl3,foundProjectUrl4,foundProjectUrl5,foundProjectUrl6,foundProjectUrl7,foundProjectUrl8,foundProjectUrl9,foundProjectUrl10,projectUrlHash,foundProjectUrl1Hash,foundProjectUrl2Hash,foundProjectUrl3Hash,foundProjectUrl4Hash,foundProjectUrl5Hash,foundProjectUrl6Hash,foundProjectUrl7Hash,foundProjectUrl8Hash,foundProjectUrl9Hash,foundProjectUrl10Hash,MatchScore1,MatchScore2,MatchScore3,MatchScore4,MatchScore5,MatchScore6,MatchScore7,MatchScore8,MatchScore9,MatchScore10
60,NORS,Demonstration Network Of ground based Remote Sensing Observations in support of the GMES Atmospheric Service,http://nors.aeronomie.be/,http://nors.aeronomie.be/,http://www.copernicus.eu/projects/nors,http://orbi.ulg.ac.be/bitstream/2268/131119/1/NORS_IGAC2012.pdf,http://www.researchgate.net/publication/258779139_Comparison_of_ground-based_remote_sensing_and_in-situ_observations_of_CO_CH4_and_O3_accounting_for_representativeness_uncertainty,http://www.ndsc.ncep.noaa.gov/hotnews/201205hn/,http://www.iapmw.unibe.ch/content.php/home/projects,http://orbi.ulg.ac.be/bitstream/2268/150044/1/EGU2013-9228.pdf,https://www.b2match.eu/h2020-space-infoday/participants/1365,http://ceos.org/document_management/Working_Groups/WGCV/Meetings/WGCV-37/day2-NORS_CEOS_WGCV_Feb2014.pdf,http://sunset.astro.ulg.ac.be/girpas/gir4proe.htm,96:4bRUZ1CA5XZY/0InakTeLOHE8P5boXjn7EAhTApp0:EQY/0InaCo9l,96:4bRUZ1CA5XZY/0InakTeLOHE8P5boXjn7EXhrApW0:EQY/0InaCoiQ,384:EAtOw+6Jsbn40KgHu43hn2bGCMPyqiDDhVQrH4kSqiMJMosiN6:1Ow+6Jsbn40KgHXh7y1DDhWTKWn6,6144:tamYtpZ0CRRRRRRRRBJAbwkMlWi4ZnUUSHuWL4AOJuTo9v5ShY6fpDqHlT9Yar:ICBF3YkAOJS4v5S2e6T9r,,384:xhIUE2TaBiluMMUWDE6SquFv9/MaW5cSwuBW7g3:gUE2MKubVEwK/MwO3,96:IoeZ0Yg/V/m/Q/oF5v8mB/SA/S0/SZpO/4/x/B/0/7O/4d/x/B/0/7O/O+/x/B/s:FKPDtQ5VY4lsPJT+WZv2cla7j7B3,768:Ww4IXPoISYgDjdgXwke2SlCheMmA12xt/8Aiq7MM7YxCNjn2rj4GGqkpfK8r6EQw:R4If0YLAkFvheBMq797Yx4n23NZkY8rv,384:xYFlVaJVXSU5jaLyODKw3KrKlCZfX5Z6bMnz4Ln7ahnz4Ln7ca/2Mj6IRMpM3h4y:xYFlV4daLVKw+Z6dnBnn/3RKCYcN,98304:XmAHUopH5HD88h8uyb/LrFa9QfFUmhzLSkq+t5WZftvr/TFJ6zgr+kJEGVfWZtmt:Xm78Hzkb3OXmhFT6vrbFJ6tqCzn2,1536:oKOFV0K94htbE4eeCRefIe5e/eaeReweveqeReqeMeDeQejeterMeQfneJepeTe2:oCE4UKYqmzYyG60,94.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
61,SPACE-DATA ROUTERS,SPACE DATA ROUTERS For Exploiting Space DATA,http://www.spacedatarouters.eu/,http://www.spacedatarouters.eu/,http://www.researchgate.net/profile/Anastasios_Anastasiadis2/publication/260868015_Space_data_routers_Space_networking_for_enhancing_data_exploitation_for_space_weather_applications/links/54339aa40cf225bddcc9b1cf.pdf,https://www.researchgate.net/publication/260868015_Space_data_routers_Space_networking_for_enhancing_data_exploitation_for_space_weather_applications,http://arc.aiaa.org/doi/pdf/10.2514/6.2012-1294714,http://www.spacedatarouters.eu/project/concepts/,http://seom.esa.int/LPS13/9fc31f74/SDR_living_planet.pdf,http://www.helas.gr/conf/2011/posters/S_1/anastasiadis_2.pdf,http://www.cscan.org/?page=project&id=258,https://www.linkedin.com/pub/sotiris-angelos-lenas/4a/135/2,https://sites.google.com/site/emamatas/projects,768:UvfCSKSLe05TlMgB/lnfFR3r+qIzux2sme+mtRvDRvBX+7r+1/NUZw/iRK:UvffKSLe05TlMqfFRb+qIzux2sme+mtz,768:UvfCSKSLe05TlMgB/lnfFR3r+qIzux2sme+mtRvDRvBX+7r+1/NUZw/iR7:UvffKSLe05TlMqfFRb+qIzux2sme+mt+,,,48:ImMqykyhx156QKP9q7UcyqB6pQpstI8HEohqchXkM29QUfff8sCr:S7dURP90w0roYGXt29/fX8pr,768:UTfCSKSLe05Tl9gB/lnfFR34xqzzux2sme+mtRvDRvBX+7r+1/NUZw/iRx9:UTffKSLe05Tl9qfFRIxqzzux2sme+mtq,49152:dJTY5Fl2m1Isu4xqnot8nrvmiPAXjChY/Qukp0gmPUvF2z4+tYPopb:dJ4IQ5YoS73A4AQuzlGszygh,24576:aqNt2WHBWIBKjiqgfK5XCmw2tzmCWKr5IwOi+rpVKFdV7rQbCcR:RNt2WxBKjiqTy2tqCWKmTK7DM,384:MItofcyfIMpv9mEvAnAg6SwXxW6S0Mu3YyJuw:ZbEQr03YyJV,,768:A/AZrsa7wbPbhrew7eC1wkihY1xbysJSbldkt9h63WkRHXU/0Y9GB:Aixw5re8yhY7b3J0ldkt9h6mkRHXU/0D,99.0,,,0.0,90.0,0.0,0.0,0.0,,0.0
62,CASCEFF,Modelling of dependencies and cascading effects for emergency management in crisis situations,http://casceff.eu/en/Sidor/default.aspx,http://www.casceff.eu/,http://whatworks.college.police.uk/Research-Map/Pages/ResearchProject.aspx?projectid=345,http://www.casceff.eu/en/about/Sidor/default.aspx,http://www.lucram.lu.se/research/casceff,http://pauljreillydot.com/research/,http://casceff.com/en/Documents/2014-12-31_D1%202%20CascEff%20Report%20of%20incident%20management%20in%20crisis.pdf,http://www.brand.lth.se/research/human-behaviour-in-fire/casceff/,http://www.crowdsourcedcrisis.info/#!about/c6v5,https://www.linkedin.com/in/kathleen-van-heuverswyn-7542775,http://www.sciencedaily.com/releases/2014/08/140811124624.htm,384:skfrsKdiCYc8yMsMeRjvZcMQEz1JHCnNZ+5L+eAN5B//l0XEJw09/uZcA:sVNfPsc61iQG/l8sx9WSA,384:skfrsKdiCYc8yMsMeRjvZcMQEz1JHCnNZ+5L+eAN5B//l0XEJw09/uZcA:sVNfPsc61iQG/l8sx9WSA,,384:sTVGaaIowclXmEN7OiMeRjvZctQtzpJt4E+Sl7Hbi9+09PuKcA:sROw6lZAsc0pTyv9GrA,768:9F47hvEU0Bg4tka34B72pjqQKZK+HBQfc:n47hvEU0BttkhStqQKZK+qfc,768:xVgffrP+ZmZC90DF+cGNp9iug7JTpj6JSjNtldN04aYBDm4wi3POmsouPeAyR3W0:sCZmZCQTGNpjgtTpj6JSddN04aYBDm43,12288:8hIOgv0ft0OabKbYePZsGvlDaNaWPRvwYB:Eov0ft0xbKbYMsG9DaNLPRIY,384:N8dtzUu4RqFAG562Q214vpqD41qnJnSyAYuZcx5JvS6KUANXR309nm3:N4qOAovPKUANXR309m3,384:KwMZByrHEEI1v/FjBm88y/tYvaSYE0CQOF/nJmNwTzBfavWvJIm:KwMZByrHEEI1v/FVm88y/tYvaSYPCQO/,,12:HTHnBCriPK7ZIFvEJDMYkprONCpbe08tp+Yfj4/sDCCKD:HbBvyZIFSMO8pqbtpn7dGZ,100.0,,36.0,0.0,0.0,0.0,0.0,0.0,,0.0
63,SO2SAY,Replacement of sulphur dioxide SO2 in food keeping the SAme qualitY and shelf life of the products,http://so2say.eu/,https://www.ilt.uni-bonn.de/research/upgrading/replacement-of-sulphur-dioxide-so2-in-food-keeping-the-same-quality-and-shelf-life-of-the-products-so2say?set_language=en,http://www.wageningenur.nl/en/show/SO2SAY-Replacement-of-sulphur-dioxide-SO2-in-food-keeping-the-same-quality-and-shelflife-of-the-products.htm,http://www.ttz-bremerhaven.de/en/research/food/research-projects/915-so2say.html,http://www.eu-projekte.bremen.de/sixcms/detail.php?gsid=bremen100.c.8207.de&asl=bremen100.c.2287.de,http://www.tecnalia.com/en/health/news/bioscience-unit-met-directorate-agriculture.htm,http://www.ttz-bremerhaven.de/en/research-projects.html?start=100,http://www.wageningenur.nl/en/show/Inhibition-of-polyphenol-oxidases-in-food.htm,https://www.ilt.uni-bonn.de/research/upgrading/recycling-and-upgrading-wastes-from-food-production-for-use-within-the-food-chain-grubs-up?set_language=en,http://www.ecoweb.info/2654_4091_approaches-replacing-sulphur-dioxide-reducing-antimicrobial-agents,https://www.linkedin.com/in/iratxelopezdearmentia,192:SLpp6Roa6S6A6WKyIWDoP7tB0vBOoa6Gejig/t9TCZs/D3vgDbjCtcuPzDQ:SVOP3/A00oa32FJgDbutckzDQ,768:4ty01XE8UaJOGEsY8dHgbv0iQmfWuqrOuARbhCjDrGmPmyLbgLHv+KBua9iUOilz:0XE8ZOGE6dHgbv0iQmfWuUnARbhCjhWn,384:c8kKxgwbq53tWcY4929qpIjDDwphEuDwphKZgMDy:OKxDbq53/Y492QpIjDDQhNDQhKZgMu,384:afLrwG5eu8jzzUxbBfbBibBhbBafaF1f33MJpkMbVNFyLNaxpTzu:afAG5ePvQiF3MbRZx9u,384:O/MY9m3ADux8eGkmHxUMBXM351pEpopteptJWpbJfpjEp7epFJWptJWpnApSepac:OkADux8eG1HeMBXM351miDeTJWFJfBE7,768:SIpnfp2dJKGRaLAOc5NDeH8GCdbQaeLRL/MIeiF3VBis:SIpnfpWJKGRaL3kD3GCdbQBRL/MIhFBF,384:ayjFG5eu8jziMxbBxkgXU7xTvFQohi0UBHghgiYLqGnXzrbHARMgXHDTHbpNFyas:aSG5ePvMwohiHNd7kD7bNcxIu,384:urGRf4gwbq53tWD492ox10Z2mNO13DppB6u3DppBwBYZNDy:zRf4Dbq53K492K108f13Vff3VfmYZNu,384:5utr2R67XbD8+4S6OGElsdBQNC8fbv0iaXmH/6NuqrOuARbhCjDrG6fPmFL3IvI6:4t0E8/OGEqdHgbv0iQmfWuqrOuARbhCn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
64,PERFORMANCE,Development of Personalised Food using Rapid Manufacturing for the Nutrition of elderly Consumers,http://www.performance-fp7.eu/,http://www.fitforhealth.eu/cms/docs/Success_stories/biozoon_success_story.pdf,http://www.rtds-group.com/portfolio-items/performance/,https://www.linkedin.com/in/dani%C3%ABl-van-der-linden-463b718,http://www.performance-fp7.eu/wp-content/uploads/2013/05/PERFORMANCE-Deliverable-8.3-Website-Copy.pdf,http://www.performance-fp7.eu/wp-content/uploads/2012/11/PERFORMANCE-Press-release_English.pdf,http://www.nano.cnr.it/upload/allegati/allegato/364.pdf,https://www.linkedin.com/in/rtdsgroup,https://it.linkedin.com/in/rtdsgroup,http://effost.org/wp-content/uploads/2012/11/10h20-Lucas-Presentation.pdf,http://www.imc.cas.cz/sympo/chitopack14/Prezentation_workshop_Cinelli_2014.pdf,768:n+++R/wEqJhelspIdlYpAr5StHJt1Fe5nOTerwgpDkimhgpDkimTkidq:nl+R/wEqJhelspIdlYpA2t1Fe5nj5DkK,1536:mzvbtjp9obaFSufaoiQH/qoHpb1iePLDIemSjLEw0hqb2Pugt2lNZjy1h//GVWf7:+32pu0QHioF7vIyPuIF3gk0wAWWRamZ7,3072:vJuu9hg/7DXI8uMWb/aI+/yZ97nm6GOOWDjIsfx8rOWO:FXWJWvIsua,,12288:u0hNJc0gl+mq+qXzavMV9EdMgyKrtMyThIov/mwT5b2DiiGJmX3dW+Mf:u2JFg+m9a3jEby6pNIovRJiGJmX3q,3072:9cfxtZWSyVnWygn4DGU/6oeqsMccdhcYe/ShARFYkAISjqeDkBerSyqBn0Bf:96kdWyg8v/6KsDcdxaYdIEqe48Wd2,49152:A9Ai75i7KQG0FDqhMdN0F3sUeS/QiZIUKPBfRTX5ms:z7700g2dSytS/QSajh,,,,98304:hS/M7JoMm8yzm6REivTKS1oR4KhgS/h6Y2V:hefMaR5WEI4K2eUY2V,0.0,0.0,,0.0,0.0,0.0,,,,0.0
65,PRESERVEWINE,Non thermal process to replace use of sulphites and other chemical preservatives in European wines to meet new European Directive,http://www.preservewine.fraunhofer.eu/,http://www.preservewine.fraunhofer.eu/,http://www.igb.fraunhofer.de/en/press-media/press-releases/2014/preserve-wine.html,http://www.preservewine.fraunhofer.eu/images/content/media_centre/preservewine_flyer.pdf,http://www.igb.fraunhofer.de/content/dam/igb/en/documents/press-releases/2014/PI_1405_preserveWine_en.pdf,http://www.juraforum.de/wissenschaft/preservation-of-wine-without-sulphite-addition-481790,http://www.researchranking.org/?action=partner&p=davcJ,http://www.researchranking.org/?action=partner&p=dkG,http://rpk.ppnt.poznan.pl/sukcesy-projektyw7pr.php,,,48:rqDDxoNOa7F9En2O4i+82EE1qEsffeJQ/rHkxj9DoRk4ZpHe:rNNOa7Fen2OsTkGkrHkB9AzA,48:rqDDxoNOa7F9En2O4i+82EE1qEsffeJQ/rHkxj9DoRk4ZpHe:rNNOa7Fen2OsTkGkrHkB9AzA,768:iWMkfSWn+zzi0SlaKUUfntjY/v3WX+56/vjo9057JVXU:iWMuVlNUUfntjY3GX+5fSJVXU,196608:TKg7UDvJtdHO8opReL2NeTUVz1Jh2jr4BYAXoY4:+ko2ReL0MUL+8BYAXj4,3072:HsS1HCGGJBd2Y6az0pLnqFs4MmT8DJbiOL23osiYBsuKhjE3fyr3IhVpGG:PFV0saz0pL0FMmT+fYBXoovyEhP,1536:zypO39lnxHxpdvzGtrmKNrxp3ZKjj8oq4NYBMBiKyqmdv8+HRhR06YBbYjIZcno5:zypObnx9zGtrmKNrxp3ZKjj8oq4NYBMn,768:9Aa/vLRf0t7CkdwiVBWm8qyULCmd9izSsu6:bvlf0JCkhVJmSsJ,768:9Aap8vhVf0t7CPBufWRFJbI7rgXCWm8qyUL6DJh:uvXf0JCP02FJbI7UXtJh,1536:a7rGSUyj69AxWRCCPHyY3e7sRROsHt/wixhVVi3kd0BG04RlsGDQK8QluOasKj7Y:a7rGdfBhhuVcQs,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
66,ESPACE,European Satellite PArtnership for Computing Ephemerides,http://espace.oma.be/,http://www.lpi.usra.edu/planetary_news/2013/08/02/espace-the-fp7-project-european-satellite-partnership-for-computing-ephemerides/,http://www.researchgate.net/publication/225023764_ESPaCE_European_Satellite_PArtnership_for_ComputingEphemerides,http://www.lpi.usra.edu/planetary_news/tag/espace/,http://www.researchgate.net/profile/Maria_Kudryashova/publications,https://www.academictransfer.com/employer/TUD/vacancy/9947/lang/en/,http://www.usno.navy.mil/USNO/tours-events/usno-scientific-colloquia/colloquium-the-digitiser-and-archive-facility-at-the-royal-observatory-of-belgium,http://meetingorganizer.copernicus.org/EPSC2013/EPSC2013-513.pdf,http://www.imcce.fr/en/publications/articles_communications.html,http://www.2020-horizon.com/TECHNISCHE-UNIVERSITEIT-DELFT-p145g8.html,http://www.tudelft.nl/fileadmin/Faculteit/LR/Opleidingen/Docs/MSc_Spacetrack_presentation_March_2015.pdf,192:gMMTIKilSfspGdrtWs5RugUE8ss/skksc3s4r5/Mqp+KDMk97M4G7RmQN:XMTIGZMgZ/hM++4MkVMJFN,768:SEUR/2ny9aV7FhGMe6eA2I62ofKNy0E/4+lJZnIekX72DGa:SEUR/2ny9sFhGMe6/2I62I0i4enIekXw,,768:UEUR/2ny9yLF9UIN2ofKNy0E/4+lJZnIekX72DGa:UEUR/2ny9wF9UIN2I0i4enIekX72DGa,,768:HrlV4daLVAN0JY1UALcyNsRrQ794UORd0/0kmS1fwjLtwQuEkKlCw8UsSk4Exc:HAaFJY1UA4SsRr894UORd0/0kH1fwjRD,384:wR0rWb186NItkvGp8W/fBLbmA+YfSVOOUFycZfOmn7AyFWUWtM2QQA/Vqb2MYZB2:wR0C86GtkvGpz/fB/mA+YfSVOOUFycZW,3072:Yy/Pq5ANJ58/0XUXSGMmBRufpf4wHerSwX4GXMPVw6j5a+9:3/Pq5AnUXbZnON4brwGXMP+P+9,12288:ak3t+axW7KWqLx9mlfyQrFvNja6B4DKEtSSPy8qufc:akQVUm,192:JnvYRlzGmeTvfJlWmQzPHQZXB0WCXcfZkabi1QdXZEy0Iw:JnvYRhENMPoZ6W1fZk2i1QdXKyy,98304:Tyyfb4+h+KvQtfzM9QMuvEqfUaZtd7vGQJBtqoAnOcPQmZ4:TyyfMobvQpzM9CPfZZ7TpJUOS4,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
67,ARIMNET,Coordination of Agricultural Research in the Mediterranean,http://www.arimnet.net/,http://www.arimnet.net/,http://www.arimnet2.net/files/doc_15_09_14/ARIMNet_2_Guidelines_for_Applicants_18_sept_2014.pdf,http://www.arimnet.net/D3_ARIMNet_219262_Joint_activities_Enabling_conditions.pdf,http://ciheam.org/index.php/en/research/69-recherche/arim-net,http://www.arimnet2.net/files/meeting_06_14/Agenda1.pdf,http://www.era-platform.eu/files/4914/0421/2161/BioeconomyERA-NETActions_FP7_ARIMNet.pdf,http://era-platform.eu/era-nets/arimnet/,http://wwwsp.inia.es/RelInt/RelacionesUE-7PM/Horizonte2020/OPE/ProyectosCurso/Paginas/ARIMNET.aspx,http://umr-moisa.cirad.fr/content/download/5673/38905/version/1/file/ARIMNet+Mid-term+meeting+announcement-ENG.pdf,http://www.agence-nationale-recherche.fr/en/funding-opportunities/current-calls/aap-en/arimnet-2-agricultural-research-in-the-mediterranean-network-2-2015/,384:x7hzyp0AOp+JGXzoh2L75GSkHbqXGRmRg/mR4LXlRHRC3/mqRq5UmI+B5Akl8dKM:x7hGSzgKRt,384:x7hzyp0AOp+JGXzoh2L75GSkHbqXGRmRg/mR4LXlRHRC3/mqRq5UmI+B5Akl8dKM:x7hGSzgKRt,24576:q1ngnRopnij1PFQ0OEUJJK/80nse82cb5Ao:WiV6fJJTM+2cb5l,6144:5JyxHzI9kSJx98e277ZRNxqjTTMXRsh2ccUFTROFuX4pGG:54Ox9t2/HqjTTMih2ccUVHcH,768:RlV4daLV5y2e9eP4x+bNlUOlZtI1Y0k5E3GJ:OaLy2e9eP4xiljtI1Bun,1536:UuXW/Mcx+Ceo/s0XdTkpSCg6JElzY+0u0p6jG4cA30rxqYwgKOUUnRkwi3k46OKN:qUA+uJX4S36m0+0ccdxPFmUngUC/EdyQ,12288:hdzGle78qDZsVoXstf7OXoFIdZltpPlUkhUGIevAdeJ:Ie78YZsVo8tTs2IpbcI1J,768:gItUAUrD1inI+L00Tmz0eRVG3mjzOFWcG0b3:gItUAUrD1J0Tmz0eRVEmjAzG+,384:aX4tNStNFpe+dAJsjI8LONIfcsQJXQB8SSKSZXS2FSTSlE5XZ7vDKcylzZmiFb0c:AxAJsjI8aNUcwQ33zILW3lB7,3072:NljWR7Hyqqqq6S36m72baNQAqL3BYJ/oLxvzf8Y:NZWR70ZqaNQ1Bo/q3,768:qz3EMoPqnY37vrWRY1Tb0K57sBczBU7H+e5SLmlKy:i3EMoPqnY37vLgfD,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,GRAFOL,GRAPHENE CHEMICAL VAPOUR DEPOSITION ROLL TO ROLL TECHNOLOGY,http://www.grafol.eu/,http://www.graphenea.com/blogs/graphene-news/8017795-graphene-mass-production-roll-to-roll,http://www.scienceworldreport.com/articles/9413/20130911/graphene-mass-production-roll-cvd-oled.htm,http://investorintel.com/technology-metals-press/graphene-mass-production-roll-roll/,http://mnwave.epfl.ch/projects_support,http://www.fhi-berlin.mpg.de/acnew/department/media/fhi__department_ac_poster__2014_02_06.pdf,http://www.fhi-berlin.mpg.de/acnew/department/media/fhi__department_ac_poster__2013_04_08.pdf,http://www.aixtron.com/en/company/research-and-development/ongoing-research-projects/,http://semieurope.omnibooksonline.com/2013/semicon_europa/SEMICON_TechARENA_presentations/TechArena2/Emerging%20Research1/05_Max%20Lemme_KTH.pdf,http://mnwave.epfl.ch/files/content/sites/gr-jpc/files/CV_JPerruisseauCarrier_inclPublic_may2014.pdf,https://sites.google.com/a/carbonhagen.com/carbonhagen2015/abstracts-1/posts.xml,96:2tRCmriDpurfdt2whls8G5Pm/rAiO6ylJct+anwkS1fYokuISjkGQWhdnYtQWG2G:mRCmrsuGkzAbTkS9ldW8,768:hqHG8k68grIgAOdxSXzyMzTPu2eLTNQA3fi2xU0AnNRjx3:hqHGCDIgAuAXzyMnPu2e3vfi2PAnHjx3,1536:Iw8G+1Mu7ExXTgTkZK/xZOK/wFcvMGuhVCrKMs75N8hUZ25FyN3kzd+SdO2jiqJT:Iw8G+1Mu5xNwOdxooF,,384:t5lwn88Bu8XXzojSpSDRnN79cNFyp49NnMiJ5FcJPFwz1p6u:t5lwn88BxojSCN79cSW5FclFA1pJ,24576:8XRqgvyay0tbacmUtoTbk4WQXaE57IowEV8lZgssT+:MqgvyaKJUabkxQXaE575wEV8lZgsJ,12288:CP/zVBtsvwRrMNMR28FMpkYgCjVD/b2qpFldIM/LFWgELwlAN4m/Kk:OVBOk28ItDhD/y+ldIqZWElAN4dk,768:iPf2Eocw2IcgcTcI7kc+cya2xQB0IGZQttwYOP+hHac5nOklhA6n/jpQuEu3:y2E22Z7ccxFhT3,49152:6iceyHyALzI4o2Qylj6YP3SwcaMhnHQ5pEM3mDileCpQP0D///q2kFzlty6B472K:9yH/HoUJ6YWnHGh3mDiwCjD/Hq5FzltE,3072:2jHVmnnFSad3S2EIzvSuR2Kd+sqVF1vQFXBtfGPMHLXpwA55ddt15E:HoaxS2EIxxEBGXBRGPeDpwQddtjE,1536:vwtfy2hctpsDq4FsAWGfZGlDTfsIfm0F9WtKBoX5N3882JaHXKW3sfSjB3tciKp8:L2hcPsDfdSaLv1uy,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,MUPROD,Innovative proactive Quality Control system for in process multi stage defect reduction,http://www.muprod.eu/,http://www.muprod.eu/cluster-4zdm.php,https://www.linkedin.com/in/matteomaggioni,http://first.aster.it/_aster_/viewNews?ID=25527,http://cadlab.net.technion.ac.il/research/,http://www.muprod.eu/publications.php,http://www.engineersjournal.ie/2014/02/27/quality-control-system-means-zero-tolerance-for-manufacturing-faults/,http://www.researchgate.net/publication/275541764_Design_and_Evaluation_of_In-line_Product_Repair_Strategies_for_Defect_Reduction_in_the_Production_of_Electric_Drives,http://www.mecc.polimi.it/en/research/eu-projects/,https://www.researchgate.net/publication/275541764_Design_and_Evaluation_of_In-line_Product_Repair_Strategies_for_Defect_Reduction_in_the_Production_of_Electric_Drives,https://www.b2match.eu/h2020-space-infoday/participants/2225,96:6e+eaSel2NwmFrFOFQFHQFRVFXFBMFVMHBZiYGbU3YLq6eVDZnEs1nK8o1TvujKE:6yaxJmFFzEeujAT2jYjK,192:6yax1FFzD5FmgJ+9D4aTSIBM4oBOhJOov2swjAT2jYjK:PgfdDigJK1+/4PhAFjzjYjK,,768:G6pwHPoKYxtTY37+Vcyj1zLva2gbhaY6zH+v9:G6pwHPofnTYiVcyla2FY6r+l,384:ZHF67f9KzqLMLoAML2np05aOBWu+p1HMomDRondVhfEtl3hU+YYPMNbOoEoGgJuj:e74uLMLoAML2npeaOBWdMomDRWfM2+YA,384:Pgfd9nxKvA+B7jYp+PhX+MRF9BNgNaHhSVlDZmNESBjgbOHgNScKrMBZN100N5wi:Pg2/KwBjpKSS1FbD8/UfjYjK,768:3C1s6StPGHcEH6zexwv7eMNJdvgk6yDXRSN:y1s6StPqcHS6v7eyok6yDXRSN,,384:ttgRQeuUrB12oP8MbJVgX94OlyeWxPMnxFqgQyD9AxoMpdhChKI9:ttgRQe/12KFbnm94OlfuPMxF3QypAxoB,,384:xGFlVaJVXSU5jaLyODrKrKlCZfX5Z6bspFzJipFxqc2ZJyI84GaBMyvN:xGFlV4daLVCZ60FtSFYcmL2cN,47.0,,0.0,0.0,0.0,0.0,,0.0,,0.0
70,MOVE IT!,Modernisation of Vessels for Inland waterway freight Transport,http://www.moveit-fp7.eu/,http://www.2020-horizon.com/MOVE-IT-Modernisation-of-Vessels-for-Inland-waterway-freight-Transport(MOVE-IT-)-s189.html,https://www.linkedin.com/pub/dir/erwin/van%20heumen,http://www.researchgate.net/profile/Juha_Schweighofer/publication/266088922_Environmental_and_economic_analysis_of_the_five_MoVe_IT%21_vessels/links/54254b7b0cf238c6ea73fc94.pdf,https://www.researchgate.net/publication/266088922_Environmental_and_economic_analysis_of_the_five_MoVe_IT_vessels,http://www.moveit-fp7.eu/assets/2014-11-07_move-it_guidelines_booklet-6_approved.pdf,https://de.linkedin.com/in/erwinvanheumen,http://www.moveit-fp7.eu/assets/moveit-guidelines-booklet-3.pdf,http://www.danube-navigation.eu/pages/projects/fleet,https://www1.plymouth.ac.uk/research/cemlef/Careers%20and%20opportunities/Pages/Opportunities.aspx,http://tra2014.traconference.eu/papers/pdfs/TRA2014_Fpaper_17922.pdf,1536:dvMefyUBq8SOUYFHyj2SLQvttMnUVvULGShjQLyDzt04LVoWa:dksyUBq8SOU32SLQvttMnUVvULGShjQ3,192:GVJDYRlpGABuljARy50sfo1u005hCU+wXZEy0Ie:QDYRnhBYA050JQxXKyo,,,,49152:Xgd/3afJJh0pX3m+zB4ZUZm9aJQyPN39YxU1yB:Xc/3axJxLUZmQTPN39e,,24576:blNGd/YscYP8qyK9mH8ixDFoJfINV9ZVTjsUdib5Rzfbdv8S37Epzc6A7ES3Euzi:hgd/OqOFoKVrVTQUQ5RzBEQAfA7ES3ED,384:O1kaBGRX6XCkDqpd0maNYzNiu7eXGtSaj0IVfFdqfjkHgA+I64UzkefI/dvJhuey:vlRX6XCkDqf0maNjkeX+8mCIOI/5Jhud,,3072:g7RA+DO9SivCTWU+4FxAVyKuMpjCCrWTvdA2Hkbud8RQXRpaWGpE6fS:gW8ONCziyKuEjCCKT1/HkbWoQPARa,0.0,,,,0.0,,0.0,0.0,,0.0
